client,addrnumber,persnumber,comm_type,date_from,consnumber,langu,remark,operation_flag,is_deleted,recordstamp
800,0000008867,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012248,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016534,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034549,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034554,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034595,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034597,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035279,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037096,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037143,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037149,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037155,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039094,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000045022,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000003056,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008078,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008234,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008452,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009194,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016479,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000033806,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034598,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035271,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035272,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037135,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039099,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000045524,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000005261,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000011587,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034535,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034564,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034565,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034582,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034588,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034605,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039088,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000045709,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007905,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007913,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034520,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039103,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000002421,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008137,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009211,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016485,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016498,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034534,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035268,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037097,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037098,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039091,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000043584,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007982,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009213,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009930,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012245,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016488,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016497,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034503,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034583,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035275,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000042766,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007761,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007767,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008885,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000013050,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035286,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035766,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008236,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009191,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034568,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037102,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000043589,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007739,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016407,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016604,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034548,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034581,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035292,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037095,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000006525,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008886,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009210,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000011585,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034584,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037085,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037101,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037139,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039097,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000046271,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000046790,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034571,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035290,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037105,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039084,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039092,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009196,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012271,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000013289,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016480,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000033798,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000033809,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034570,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000045023,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007738,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007777,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009197,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009929,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012075,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016605,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034525,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037147,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039096,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000044728,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000005369,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000005372,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000006751,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007764,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016484,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016596,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035291,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037103,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000043586,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000006804,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016541,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016600,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034518,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034556,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034589,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035265,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009092,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009209,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016495,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016539,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034596,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035363,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037100,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008535,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016597,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034560,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037091,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000044731,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000006666,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012274,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034558,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034602,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000045040,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008866,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008870,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008882,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009190,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009201,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012273,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016599,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034530,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034574,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034591,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034600,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034601,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035270,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035276,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000044250,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000006800,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012269,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016487,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034516,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034517,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012265,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012270,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016364,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016489,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016491,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016533,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016601,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000033805,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034542,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034563,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034572,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035269,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000011543,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000011586,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000012266,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037141,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037153,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000007909,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009207,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016478,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034561,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034577,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034585,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037104,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037137,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037146,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000037152,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000042767,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000044136,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000044729,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009214,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000034575,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000035278,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000039087,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000008538,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000009189,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
800,0000016535,,FAX,0001-01-01,001,D,,L,False,2021-12-23 14:59:13.298426+00:00
