client,partner,addrnumber,xdfadr,adext,nation,guid,move_addr,date_from,address_guid,addr_valid_from,addr_valid_to,addr_move_date,operation_flag,is_deleted,recordstamp
800,3000000031,0000045695,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000609800,0000729089,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000018,0000045621,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000035,0000038248,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,I1,0000043056,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000049,0000045733,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000017,0000045616,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000255,0000046061,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000037,0000038276,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000093,0000042672,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300001,0000045363,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000163,0000043700,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBFRESENDE,0000045984,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKJPMORGUS,0000045980,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000071,0000045790,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000083,0000042643,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000013,0000045604,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000030,0000045693,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000002,0000045812,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000071,0000040794,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000044,0000045723,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000051,0000039105,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDTBANKDE,0000045975,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000087,0000042660,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000046,0000045727,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000086,0000042659,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000054,0000045743,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000070,0000045788,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000015,0000045610,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000075,0000045801,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000092,0000042670,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000011,0000037175,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000257,0000046065,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000102,0000042835,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000211,0000045121,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000254,0000046059,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000147,0000043255,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000012,0000045602,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000023,0000045636,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300030,0000046638,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000024,0000045639,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000146,0000043252,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000053,0000045741,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000607852,0000722241,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000072,0000045793,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000111,0000043085,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000064,0000045776,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000003,0000045576,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000081,0000042630,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000050,0000045735,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001004,0000045568,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000008,0000045591,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000201,0000044508,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000006,0000045585,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000253,0000046057,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000009,0000045594,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,CITIBANK,0000045827,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000212,0000045123,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000223,0000045206,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000090,0000042664,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000151,0000043378,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBNESTLECH,0000045982,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000171,0000043764,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000017,0000045619,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000037,0000045709,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000073,0000045795,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000016,0000045613,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300010,0000045441,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000185,0000043911,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000084,0000042647,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000048,0000045731,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000231,0000045347,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000331,0000048660,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000241,0000045446,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000015,0000037239,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000041,0000045717,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300000,0000045329,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000607851,0000722239,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000005,0000045819,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000609172,0000726726,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000028,0000045688,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000035,0000045703,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDRBANKDE,0000046762,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000045,0000045725,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,COMPANY00,0000045531,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000121,0000043142,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000061,0000039555,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000003,0000045815,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000067,0000045782,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000077,0000045807,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000076,0000045804,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000032,0000045697,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001003,0000045566,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000006,0000045822,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000017,0000037244,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000141,0000043200,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000131,0000043156,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000188,0000043923,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000143,0000043230,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000088,0000042661,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000034,0000045701,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,NB_IBM__US,0000045981,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001001,0000045562,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000016,0000037242,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000011,0000045600,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000036,0000045706,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000189,0000043928,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000202,0000044511,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000004,0000045579,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,COMPANY01,0000045532,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000042,0000045719,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000043,0000045721,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000059,0000045765,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000332,0000048661,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000089,0000042662,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000051,0000045737,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000607853,0000722243,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000145,0000043249,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000033,0000045699,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000213,0000045125,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDTB_HAM,0000046635,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDWSINVLU,0000045979,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000019,0000045624,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000222,0000045201,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000002,0000045573,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000203,0000044513,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300002,0000045365,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000021,0000045630,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000038,0000045711,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBUNIRENUS,0000045976,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001000,0000045560,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBSUB_DE,0000046095,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000144,0000043233,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000091,0000042667,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000074,0000045798,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000256,0000046063,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,NB_BASF_DE,0000046972,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000214,0000045128,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000047,0000045729,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000007,0000045588,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDTB_DÜS,0000046636,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000026,0000045682,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000068,0000045784,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000018,0000037246,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000001,0000037157,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000184,0000043808,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000041,0000038334,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000057,0000045760,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000027,0000045685,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000040,0000045715,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001002,0000045564,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000066,0000045780,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBSUB_US,0000046094,,,,,,0001-01-01,,10101000000.000000000,99991231235959.000000000,,I,False,2021-04-03 07:06:33.767111+00:00
