client,addrnumber,date_from,nation,langu,remark,operation_flag,is_deleted,recordstamp
800,0000022133,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000022139,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000022239,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000022879,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000022895,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000022981,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023047,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023163,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023313,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023465,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023743,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023789,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023967,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000023991,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024013,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024071,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024193,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024327,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024399,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024467,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024621,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024679,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000024711,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025059,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025123,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025301,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025405,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025471,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025481,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025505,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025775,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000025873,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026031,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026273,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026425,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026517,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026565,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026607,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026681,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026769,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026799,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000026871,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000027007,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000027339,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000027461,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000027503,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000027697,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000027933,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000027993,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028025,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028059,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028107,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028367,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028397,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028401,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028547,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028591,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028593,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028611,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028649,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028699,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028799,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028811,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028827,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028845,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028869,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028891,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000028995,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029159,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029209,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029223,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029547,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029591,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029631,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029837,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029901,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029915,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029955,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000029961,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030031,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030047,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030055,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030195,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030227,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030271,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030289,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030463,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030721,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030941,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000030945,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031089,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031131,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031229,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031347,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031357,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031799,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031849,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000031929,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032115,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032117,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032145,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032357,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032395,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032531,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032553,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000032657,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033221,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033235,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033289,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033301,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033313,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033375,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033479,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000033537,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000034523,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006521,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006525,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006670,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006701,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006849,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006854,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006867,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000006986,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000007718,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000008138,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000008450,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000008524,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000009065,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000009102,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000009143,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000009479,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000012253,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000012529,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000012724,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000012771,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000012798,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000012888,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000013071,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000013671,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000014012,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000014116,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000014578,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000014859,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015210,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015253,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015348,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015502,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015617,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015619,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015768,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015772,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000015963,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000016137,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000016191,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000016206,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000016261,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000016409,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000016480,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000016925,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000017839,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000017851,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000017899,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000017941,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000017947,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018177,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018327,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018433,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018471,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018527,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018581,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018643,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000018871,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019013,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019191,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019279,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019377,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019493,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019611,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019635,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019821,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000019851,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000020095,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000020175,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000020217,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000020253,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000020371,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000020431,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
800,0000020493,0001-01-01,,D,,L,False,2021-05-31 22:51:29.087521+00:00
