mandt,kurst,fcurr,tcurr,gdatu,ffact,tfact,abwct,abwga,operation_flag,is_deleted,recordstamp
050,EURO,FRF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURO,GRD,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURO,ITL,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURO,LUF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURO,NLG,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURO,PTE,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,ATS,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,BEF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,ESP,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,FIM,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,FRF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,GRD,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,ITL,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,LUF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,NLG,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,PTE,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,ATS,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,BEF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,ESP,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,FIM,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,FRF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,GRD,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,ITL,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,LUF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,NLG,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,PTE,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,ATS,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,BEF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,ESP,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,FIM,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,FRF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,GRD,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,ITL,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,LUF,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,NLG,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,PTE,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,EURO,IEP,EUR,81999898,1.000000000,100.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,EURO,IEP,EUR,81999898,1.000000000,100.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURO,IEP,EUR,81999898,1.000000000,100.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURO,IEP,EUR,81999898,1.000000000,100.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURO,IEP,EUR,81999898,1.000000000,100.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURO,IEP,EUR,81999898,1.000000000,100.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,AED,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,AED,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,AED,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,AED,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,AED,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,AED,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,AED,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,AED,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,AED,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,AED,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,AED,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,AED,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,EURX,AED,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,EURX,AED,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURX,AED,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,EURX,AED,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,EURX,AED,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,EURX,AED,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,BRL,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,CAD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,CLP,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,MXN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,PEN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,VEB,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,VEF,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,BRL,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,CAD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,CLP,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,MXN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,PEN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,VEB,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,VEF,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,BRL,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,CAD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,CLP,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,MXN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,PEN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,VEB,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,VEF,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,BRL,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,CAD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,CLP,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,MXN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,PEN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,VEB,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,VEF,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,BRL,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,CAD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,CLP,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,MXN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,PEN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,VEB,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,VEF,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,BRL,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,CAD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,CLP,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,JPY,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,MXN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,PEN,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,USD,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,VEB,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,VEF,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,M,ARS,COP,81999898,1.000000000,1000.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,M,ARS,COP,81999898,1.000000000,1000.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,M,ARS,COP,81999898,1.000000000,1000.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
100,M,ARS,COP,81999898,1.000000000,1000.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
200,M,ARS,COP,81999898,1.000000000,1000.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
250,M,ARS,COP,81999898,1.000000000,1000.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
000,EURX,ARS,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
001,EURX,ARS,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
050,EURX,ARS,EUR,81999898,1.000000000,1.000000000,,,L,False,2022-01-31 20:43:51.824141+00:00
