mandt,prodh,stufe,operation_flag,is_deleted,recordstamp
100,101ABCWPBG,6,I,False,2022-04-21 15:06:07.067949+00:00
100,101ABCWPMD,6,I,False,2022-04-21 15:06:07.067949+00:00
100,101ABCWPSM,6,I,False,2022-04-21 15:06:07.067949+00:00
100,101ACCCPWH,6,I,False,2022-04-21 15:06:07.067949+00:00
100,101ACCCPWN,6,I,False,2022-04-21 15:06:07.067949+00:00
100,101ACCWVWH,6,I,False,2022-04-21 15:06:07.067949+00:00
100,101ACCWVWN,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102ADCLMBD,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102ADCLMFC,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102ADCLMHN,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102ADCSLBR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102ADCSLHW,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102ADCSLSW,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AECCSBD,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AECCSFC,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AECCSFR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AECCSHN,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AECSDBS,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AECSDDS,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AECSDSS,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AFCTBAD,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AFCTBCH,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AFCTPPS,6,I,False,2022-04-21 15:06:07.067949+00:00
100,102AFCTPPW,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201DFCBTPL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201DFCBTSL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201DFCICFC,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201DFCICZF,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201DFCYGFL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201DFCYGPL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201MPCMTDR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201MPCMTLG,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201MPCPLDR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201MPCPLEG,6,I,False,2022-04-21 15:06:07.067949+00:00
100,201MPCPLWH,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202ABCBRML,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202ABCBRST,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202ABCHDBL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202ABCHDPR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202ABCWNRD,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202ABCWNWH,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202CRCNSCL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202CRCNSPL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202CRCPLSD,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202CRCSGCL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202CRCSGPL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202FJCMXFC,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202FJCMXFR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202FJCPRFC,6,I,False,2022-04-21 15:06:07.067949+00:00
100,202FJCPRFR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301SSCBTPT,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301SSCBTSK,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301SSCHTH2,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301SSCHTH5,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301TVCLDCV,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301TVCLDFT,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301TVCPLP3,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301TVCPLP4,6,I,False,2022-04-21 15:06:07.067949+00:00
100,301TVCPLP5,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302DTCLNNT,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302DTCLNSL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302DTCLNTW,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302DTCWNNT,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302DTCWNSL,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302DTCWNTW,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302LTCLNDR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302LTCLNGR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302LTCWNDR,6,I,False,2022-04-21 15:06:07.067949+00:00
100,302LTCWNGM,6,I,False,2022-04-21 15:06:07.067949+00:00
800,5000,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00100,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00105,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00110,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00115,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00120,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00125,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00130,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00135,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00140,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00145,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00150,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00160,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00170,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00180,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00190,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00200,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00210,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00220,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00230,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00300,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00301,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00302,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00303,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00304,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00305,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00310,1,I,False,2021-04-23 14:47:22.979082+00:00
800,00400,1,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG00,1,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100,1,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200,1,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300,1,I,False,2021-04-23 14:47:22.979082+00:00
800,PRD00,1,I,False,2021-04-23 14:47:22.979082+00:00
800,TOTAL,1,I,False,2021-04-23 14:47:22.979082+00:00
800,PRD001,2,I,False,2021-04-23 14:47:22.979082+00:00
800,PRD002,2,I,False,2021-04-23 14:47:22.979082+00:00
800,PRD003,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0010000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0010000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0010500100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0010500105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0011000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0011000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0011000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0011000115,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0011500100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0011500105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0011500110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012500100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012500105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012500110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012500115,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0012500120,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013000115,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013000120,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013500100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013500105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0013500110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0014000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0014000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0014000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0014500100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0014500105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0014500110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0015000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0016000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0016000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0017000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0017000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0017000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0017000115,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0017000120,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0017000125,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0018000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0018000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0018000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0018000115,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0018000120,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0018000125,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0019000001,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0019000002,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0020000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0020000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0020000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0021000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0021000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0022000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0022000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0023000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0023000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000100,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000105,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000110,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000115,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000120,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000125,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000130,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000135,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000140,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000145,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000150,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000155,2,I,False,2021-04-23 14:47:22.979082+00:00
800,0040000160,2,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG0000010,2,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG0000020,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD010,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD020,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD030,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD010,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD020,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD030,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD010,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD020,2,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD030,2,I,False,2021-04-23 14:47:22.979082+00:00
800,TOTALPRODA,2,I,False,2021-04-23 14:47:22.979082+00:00
800,TOTALPRODB,2,I,False,2021-04-23 14:47:22.979082+00:00
800,TOTALPRODC,2,I,False,2021-04-23 14:47:22.979082+00:00
800,TOTALPRODD,2,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T00100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T01100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T02100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T03100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T04100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T05100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T06100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T07100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T08100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T09100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T10100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T11100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T12100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T13100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T14100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T15100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T16100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T17100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T18100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T19100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T20100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T21100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T22100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T23100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T24100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T25100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T26100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T27100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T28100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T29100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010000T30100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010500000120,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001000010500000125,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010000000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001050010500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001100010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001100010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001100010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001100010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001100011000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001100011000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001200011000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001200011000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001200011000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001200011000000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001200011000000120,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000120,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000125,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000130,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000135,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010000000140,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000120,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000125,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000130,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000135,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250010500000140,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250011500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250011500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250011500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001250011500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350010500000102,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350011000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350011000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350011000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001350011000000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010000000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400010500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400011000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001400011000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010500000120,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010500000125,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001450010500000130,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001500010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001500010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001600010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
