mandt,spras,kokrs,kostl,datbi,ktext,ltext,mctxt,operation_flag,is_deleted,recordstamp
800,R,5000,0000003100,2009-12-31,Сбыт,Оборот,СБЫТ ЛИФТОВ,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2200,0000040110,2009-12-31,製造部門,,製造,L,False,2021-07-27 03:11:02.714509+00:00
800,D,5000,0000003100,2009-12-31,Vertrieb,,VERKAUF,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2200,0000040110,2009-12-31,Fabrication,,PRODUCTION,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2200,0000040110,2009-12-31,Fabricação,,PRODUÇÃO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2200,0000040110,2009-12-31,Fabricación,,PRODUCCIÓN,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2200,0000040110,2009-12-31,制造,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2200,0000040110,2009-12-31,Manufacturing,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2200,0000040110,2009-12-31,Manufacturing,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2200,0000040110,2009-12-31,Manufacturing,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,G,2200,0000040110,2009-12-31,Manufacturing,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2200,0000040110,2009-12-31,Manufacturing,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,5,2200,0000040110,2009-12-31,Manufacturing,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2200,0000040110,2009-12-31,Manufacturing,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2200,0000040110,2009-12-31,Производство,,MANUFACTURING,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2200,0000040110,2009-12-31,Herstellung (CoGs),,VERARBEITENDE,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,0000004500,2002-12-31,I+D,Investigación y Desarrollo,I+D,L,False,2021-07-27 03:11:02.714509+00:00
800,D,1000,0000004500,2002-12-31,F & E,Forschung & Entwicklung,F & E,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,0000004500,2002-12-31,P & D,Pesquisa & desenvolvimento,P & D,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,0000004500,2002-12-31,R & D,Research & Development,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,0000004500,2002-12-31,R & D,Recherche & Développement,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,0000004500,2002-12-31,R & D,Research & Development,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,0000004500,2002-12-31,R & D,Research & Development,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,0000004500,2002-12-31,R & D,Research & Development,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,0000004500,2002-12-31,R & D,Research & Development,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,0000004500,2002-12-31,R & D,Research & Development,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,0000004500,2002-12-31,R & D,Research & Development,R & D,L,False,2021-07-27 03:11:02.714509+00:00
800,J,1000,0000004500,2002-12-31,研究開発,研究開発,研究開発,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,0000004500,2002-12-31,研究和发展,研究开发,研究和发展,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assemblée pour Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,MINIAPP_01,2002-12-31,Assembly Miniapp,Assembly for Miniapp CK_SO_ITEMS,ASSEMBLY MINIAPP,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,0000004500,2002-12-31,Исследов. и разраб.,Исследования и разработки,ИССЛЕДОВ. И РАЗРАБ.,L,False,2021-07-27 03:11:02.714509+00:00
800,D,1000,MINIAPP_01,2002-12-31,MINIAPP_01,,MINIAPP_01,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,0000004110,1995-12-31,Service techn. - 2,Service technique & Entretien (2),SERVICE TECHN. -2,L,False,2021-07-27 03:11:02.714509+00:00
800,D,1000,0000004110,1995-12-31,Techn.Service - 2,Technischer Service & Wartung (2),TECHN.SERVICE - 2,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,0000004110,1995-12-31,Technical service 2,Technical service and maintenance (2),TECHNICAL SERVICE 2,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,0000004110,1995-12-31,Servicio técnico - 2,Servicio técnico y mantenimiento (2),SERVICIO TÉCNICO - 2,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,0000004110,1995-12-31,Serviço técnico - 2,Serviço técnico & Manutenção,SERVIÇO TÉCNICO - 2,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,0000004110,1995-12-31,ТехничСервис - 2,Технический сервис и обслуживание (2),ТЕХНИЧСЕРВИС - 2,L,False,2021-07-27 03:11:02.714509+00:00
800,J,1000,0000004110,1995-12-31,テクニカルサービス 2,テクニカルサービスと保守 (2),テクニカルサービス 2,L,False,2021-07-27 03:11:02.714509+00:00
800,S,7500,A200,2007-12-31,Tesorería,Tesorería,TESORERÍA,L,False,2021-07-27 03:11:02.714509+00:00
800,S,7500,A100,2007-12-31,Presupuesto,Presupuesto,PRESUPUESTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,7500,A500,2007-12-31,Contabilidad,Contabilidad,CONTABILIDAD,L,False,2021-07-27 03:11:02.714509+00:00
800,S,7500,A300,2007-12-31,Cuentas a Pagar,Cuentas a Pagar,CUENTAS A PAGAR,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,G,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,5,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2000,0000001000,2007-12-31,Sales CCTR 1000,Sales CCTR 1000 - Arrow Electronics,SALES CCTR 1000,L,False,2021-07-27 03:11:02.714509+00:00
800,S,7500,A400,2007-12-31,Cuentas a Cobrar,Facturación y Cuentas a Cobrar,CUENTAS A COBRAR,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000001000,2007-12-31,Servicios corpor.,Servicios corporativos,SERVICIOS CORPOR.,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000001000,2007-12-31,企業サービス,企業サービス,企業サービス,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000001000,2007-12-31,Serviços corporat.,Serviços corporativos,SERVIÇOS CORPORAT.,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000001000,2007-12-31,Общие услуги,Общие услуги,ОБЩИЕ УСЛУГИ,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000001000,2007-12-31,Corporate Services,Corporate Services,CORPORATE SERVICES,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000001000,2007-12-31,Corporate Services,Corporate Services,CORPORATE SERVICES,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009110,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009120,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009130,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009150,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009151,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009152,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009153,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,J,2000,0000009154,2000-12-31,調達,調達,調達,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009110,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009120,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009130,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009150,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009151,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009152,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009153,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,P,2000,0000009154,2000-12-31,Suprimento,Suprimento,SUPRIMENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009110,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009120,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009130,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009150,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009151,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009152,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009153,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,D,2000,0000009154,2000-12-31,Beschaffung,Beschaffung,BESCHAFFUNG,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009110,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009120,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009130,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009150,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009151,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009152,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009153,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,1,2000,0000009154,2000-12-31,采购,采购,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009110,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009120,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009130,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009150,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009151,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009152,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009153,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,F,2000,0000009154,2000-12-31,Approvisionnement,Approvisionnement,APPROVISIONNEMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009110,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009120,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009130,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009150,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009151,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009152,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009153,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,S,2000,0000009154,2000-12-31,Aprovisionamiento,Aprovisionamiento,APROVISIONAMIENTO,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009110,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009120,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009130,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009150,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009151,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009152,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009153,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,R,2000,0000009154,2000-12-31,Закупка,Закупка,ВРЕМЯ РАБ.КАНЦЕЛЯРИИ,L,False,2021-07-27 03:11:02.714509+00:00
800,5,2000,0000009110,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2000,0000009110,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2000,0000009110,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,G,2000,0000009110,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2000,0000009110,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2000,0000009110,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2000,0000009110,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2000,0000009120,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,5,2000,0000009120,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2000,0000009120,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,G,2000,0000009120,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2000,0000009120,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2000,0000009120,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2000,0000009120,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2000,0000009130,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2000,0000009130,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,5,2000,0000009130,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2000,0000009130,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2000,0000009130,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,G,2000,0000009130,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2000,0000009130,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2000,0000009150,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,5,2000,0000009150,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2000,0000009150,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2000,0000009150,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2000,0000009150,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,G,2000,0000009150,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2000,0000009150,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2000,0000009151,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2000,0000009151,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,5,2000,0000009151,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2000,0000009151,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,G,2000,0000009151,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2000,0000009151,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2000,0000009151,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,6,2000,0000009152,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,d,2000,0000009152,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,E,2000,0000009152,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,W,2000,0000009152,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
800,4,2000,0000009152,2000-12-31,Procurement,Procurement,PROCUREMENT,L,False,2021-07-27 03:11:02.714509+00:00
